##scaffold3.14
0	2833
2834	2887
2888	2892
2895	2896
2898	2907
2908	2917
2918	2920
2921	2922
2923	2924
2925	2932
2933	2942
2943	2955
2956	2957
2958	2964
2966	2967
2968	2972
2973	2985
2986	2991
2993	2998
2999	3015
3016	3031
3032	3041
3042	3049
3050	3061
3062	3075
3076	3079
3081	3086
3087	3095
3096	3100
3101	3104
3105	3121
3122	3134
3135	3142
3143	3145
3146	3151
3152	3171
3172	3178
3179	3180
3181	3187
3189	3200
3201	3210
3212	3213
3214	3217
3218	3220
3221	3237
3238	3247
3248	3250
3251	3253
3255	3265
3266	3279
3282	3287
3288	3292
3293	3313
3314	3317
3318	3322
3323	3331
3332	3354
3355	3365
3366	3380
3381	3384
3385	3389
3390	3399
3400	3407
3408	3418
3420	3421
3422	3424
3425	3441
3442	3443
3444	3453
3454	3469
3470	3474
3475	3487
3488	3489
3490	3497
3498	3505
3506	3540
3541	3544
3545	3562
3563	3574
3575	3766
3767	3777
3778	3805
3806	3843
3844	3881
3882	3947
3949	3965
3966	3967
3968	3976
3977	3980
3981	3982
3983	4001
4003	4025
4026	4027
4028	4031
4032	4033
4034	4044
4045	4055
4056	4058
4059	4086
4087	4094
4095	4105
4107	4109
4110	4111
4113	4115
4116	4136
4137	4144
4145	4149
4150	4157
4158	4163
4164	4165
4166	4181
4182	4195
4196	4200
4201	4206
4208	4216
4217	4225
4226	4229
4230	4237
4238	4261
4262	4271
4272	4286
4287	4328
4329	4447
4448	4461
4463	4470
4471	4475
4476	4481
4482	4484
4485	4498
4499	4511
4512	4526
4527	4538
4539	4542
4543	4545
4546	4549
4550	4562
4563	4565
4566	4572
4573	4588
4590	4592
4593	4594
4596	4615
4616	4618
4619	4625
4627	4642
4643	4648
4650	4652
4653	4656
4657	4658
4659	4662
4663	4666
4667	4695
4696	4705
4707	4714
4715	4716
4718	4722
4724	4726
4727	4729
4730	4741
4742	4747
4748	4757
4758	4762
4763	4768
4769	4775
4776	4780
4781	4783
4784	4829
4830	4844
4846	4850
4851	4853
4855	4856
4857	4873
4874	4880
4881	4882
4883	4884
4885	4906
4907	4914
4915	4920
4921	4922
4923	4934
4935	4940
4941	4957
4958	4960
4961	4963
4964	4966
4967	4972
4973	4981
4983	4984
4985	4987
4988	4992
4993	5007
5008	5022
5023	5031
5032	5041
5042	5046
5047	5071
5072	5073
5074	5077
5078	5083
5084	5095
5096	5097
5098	5125
5126	5133
5136	5147
5148	5162
5163	5167
5168	5169
5170	5171
5172	5177
5179	5196
5197	5200
5201	5219
5220	5222
5223	5234
5235	5243
5244	5250
5251	5255
5256	5257
5258	5261
5262	5275
5276	5278
5279	5280
5281	5286
5287	5327
5328	5331
5333	5335
5336	5354
5355	5365
5366	5408
5409	5492
5493	5503
5504	5535
5536	5549
5550	5586
5587	5589
5590	5602
5603	5606
5607	5618
5619	5649
5650	5653
5654	5656
5658	5664
5665	5715
5716	5730
5731	5743
5746	5801
5802	5836
5837	5852
5853	5854
5855	5879
5880	5886
5887	5892
5893	5908
5909	5933
5934	5944
5945	6089
6090	6140
6141	6152
6153	6156
6158	6160
6161	6170
6171	6174
6175	6200
6201	6239
6240	6281
6282	6311
6312	6335
6336	6353
6354	6361
6363	6365
6366	6371
6372	6375
6376	6390
6391	6484
6485	6601
6602	6645
6646	6658
6659	6671
6672	6765
6766	6822
6823	6843
6844	6885
6886	6891
6892	6904
6905	6918
6919	6961
6962	6964
6965	6977
6978	7003
7004	7042
7043	7051
7052	7099
7100	7114
7115	7189
7190	7237
7238	7249
7250	7255
7256	7282
7283	7285
7286	7324
7325	7334
7335	7363
7364	7384
7385	7402
7403	7429
7430	7435
7436	7441
7442	7495
7496	7651
7652	7684
7685	7705
7706	7709
7710	7712
7713	7714
7715	7718
7719	7732
7733	7740
7741	7753
7754	7765
7766	7771
7772	7795
7796	7802
7803	7842
7843	7847
7848	7850
7851	7897
7898	7909
7910	7912
7913	7921
7922	7948
7949	8013
8014	8029
8030	8067
8068	8070
8071	8088
8089	8098
8099	8288
8289	8369
8370	8387
8388	8438
8439	8441
8442	8519
8520	8567
8568	8600
8601	8604
8605	8618
8619	8620
8621	8649
8650	8664
8665	8673
8674	8685
8686	8702
8703	8715
8716	8834
8835	8844
8845	8966
8967	9059
9060	9083
9084	9104
9105	9122
9123	9158
9159	9179
9180	9272
9273	9354
9355	9356
9357	9411
9412	9417
9418	9442
9443	9471
9472	9489
9490	9552
9553	9555
9556	9606
9607	9639
9640	9705
9706	9805
9806	9816
9818	9828
9829	9862
9863	9865
9866	9927
9928	9943
9944	9981
9982	10026
10027	10054
10055	10080
10081	10084
10085	10119
10120	10134
10135	10146
10147	10161
10162	10182
10183	10184
10185	10186
10189	10194
10195	10196
10197	10236
10237	10248
10249	10302
10303	10350
10351	10359
10360	10378
10379	10382
10383	10388
10390	10410
10411	10415
10416	10467
10468	10512
10513	10572
10573	10623
10624	10638
10639	10654
10655	10658
10659	10670
10671	10672
10673	10689
10690	10698
10699	10700
10701	10717
10718	10722
10723	10789
10790	10831
10832	10843
10844	10864
10865	10873
10874	10885
10886	10915
10916	10925
10926	10945
10946	11007
11008	11022
11023	11028
11029	11030
11031	11075
11076	11084
11085	11087
11088	11117
11118	11151
11152	11165
11166	11169
11170	11171
11172	11173
11174	11178
11179	11207
11208	11219
11220	11260
11261	11307
11308	11351
11352	11355
11356	11363
11364	11377
11378	11393
11394	11406
11407	11421
11423	11435
11436	11449
11450	11457
11458	11459
11460	11466
11468	11474
11475	11477
11478	11484
11485	11487
11488	11546
11547	11548
11549	11560
11561	11566
11567	11585
11586	11588
11589	11590
11592	11594
11595	11609
11610	11613
11614	11640
11641	11644
11645	11649
11650	11651
11652	11653
11654	11688
11689	11695
11696	11724
11725	11775
11776	11786
11787	11791
11792	11794
11795	11805
11806	11807
11808	11818
11819	11822
11823	11831
11832	11837
11838	11844
11845	11865
11867	11874
11875	11885
11887	11932
11933	11935
11936	11971
11972	11982
11984	11998
11999	12012
12013	12022
12023	12027
12028	12031
12032	12034
12036	12055
12056	12057
12058	12067
12068	12074
12075	12085
12086	12091
12092	12098
12099	12102
12103	12106
12107	12128
12129	12175
12176	12177
12178	12182
12183	12197
12198	12204
12205	12212
12213	12227
12228	12230
12232	12274
12275	12307
12308	12312
12313	12317
12318	12370
12371	12380
12381	12458
12459	12467
12468	12491
12492	12495
12496	12521
12522	12558
12559	12573
12574	12577
12578	12582
12583	12588
12591	12595
12596	12601
12602	12605
12606	12663
12664	12673
12674	12690
12691	12713
12714	12730
12731	12771
12772	12806
12807	12816
12817	12833
12834	12836
12837	12880
12881	12912
12913	13008
13009	13012
13013	13017
13018	13030
13031	13057
13058	13092
13094	13140
13141	13158
13159	13183
13184	13209
13210	13219
13220	13228
13230	13238
13239	13243
13244	13301
13302	13307
13308	13315
13316	13321
13322	13347
13348	13353
13354	13363
13364	13378
13379	13381
13382	13392
13393	13394
13395	13406
13407	13414
13415	13443
13444	13455
13456	13478
13479	13485
13487	13492
13493	13502
13503	13511
13512	13524
13525	13539
13540	13577
13578	13584
13585	13618
13619	13629
13630	13656
13657	13708
13709	13718
13719	13740
13743	13749
13750	13751
13752	13759
13760	13765
13766	13798
13799	13809
13810	13833
13834	13840
13841	13848
13849	13865
13866	13867
13868	13871
13872	13875
13877	13887
13888	13889
13890	13894
13895	13901
13902	13933
13934	13945
13946	13953
13954	13962
13964	13992
13993	14015
14016	14018
14019	14020
14022	14028
14029	14034
14035	14041
14042	14051
14053	14061
14062	14070
14073	14082
14083	14085
14086	14087
14088	14095
14096	14097
14098	14102
14103	14108
14110	14120
14121	14145
14146	14164
14165	14191
14192	14205
14206	14229
14230	14231
14233	14235
14236	14316
14317	14332
14335	14336
14337	14344
14345	14355
14356	14364
14365	14369
14372	14398
14399	14407
14408	14419
14420	14432
14433	14436
14437	14459
14460	14465
14466	14492
14493	14507
14509	14541
14542	14552
14553	14562
14564	14567
14568	14577
14578	14584
14585	14595
14596	14598
14599	14603
14604	14607
14608	14620
14621	14627
14628	14638
14639	14641
14642	14648
14649	14668
14669	14675
14676	14680
14681	14765
14766	14769
14770	14792
14793	14794
14795	14800
14801	14817
14818	14820
14821	14827
14828	14837
14838	14847
14848	14869
14870	14871
14872	14876
14877	14887
14888	14899
14900	14909
14910	14915
